FINISH,1,结束
OPEN,2,开放
CLOSE_T,3,暂时关闭
W_SIFT,4,等待筛选
W_ARR_S,5,等待安排(筛选后)
W_I1,6,等待初轮面试
W_ARR_I1,7,等待安排(初轮面试后)
W_I2,8,等待最终面试
W_OC,9,等待offer确认
W_TW,10,等待入职
